cod_pedido;cod_cliente;cod_fornecedor;cod_categoria;cod_produto;cod_transportadora;cod_filial;cod_funcionario;cod_vendedor;data_pedido;valor_item;valor_total;qtde_item;desconto_item;vendedor;cargo_vendedor;data_admissao;salario_vendedor;endereco_filial;cidade_filial;pais_filial;transportadora;produto;custo_produto;preco_produto;estoque_produto;categoria_produto;grupo_produto;fornecedor;contato_fornecedor;endereco_fornecedor;cidade_fornecedor;pais_fornecedor;cliente;contato_cliente;endereco_cliente;cidade_cliente;pais_cliente;frete_item
10553;19;16;4;35;2;1;9;9;25/04/2019;6,25;37,5;6;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;LA. Shorts;5,17;6;20;Swimwear;Beach clothing;Smooth Clothes;Pamela Andersson;3400 - 8th Avenue Suite 210;Bend;USA;Th Fashing;Greg Thatcher;35 King George;London;UK;5,0440449438202
10553;19;9;5;22;2;1;9;9;25/04/2019;3,28;78,72;24;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Ravellis Träskor;2,65;3,5;104;"Women's Footwear";Ladies Shoes;Goa Kl„der;Tomas Ravelli;Kaloadagatan 13;G”teborg;Sweden;Th Fashing;Greg Thatcher;35 King George;London;UK;20,176179775281
10554;56;9;5;23;2;2;7;7;25/05/2021;9,42;178,97999985963;20;0,050000000745058;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;DSW Sandals;7,43;9;61;"Women's Footwear";Ladies Shoes;Goa Kl„der;Tomas Ravelli;Kaloadagatan 13;G”teborg;Sweden;Casual Clothing;Herman Schlusse;Mehrheimerstr. 369;Köln;Germany;7,29
10554;56;7;3;16;2;2;7;7;25/05/2021;9,81;279,58499978073;30;0,050000000745058;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Wimbledon T-Shirt;7,33;9,45;29;Sportswear;Sports clothing;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Casual Clothing;Herman Schlusse;Mehrheimerstr. 369;Köln;Germany;10,935
10554;56;29;3;62;2;2;7;7;25/05/2021;26,8;509,19999960065;20;0,050000000745058;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Lace Shoes;25,39;29,3;17;Sportswear;Sports clothing;Fast Runners;Ben Johnsson;148 rue Chasseur;Ste-Hyacinthe;Canada;Casual Clothing;Herman Schlusse;Mehrheimerstr. 369;Köln;Germany;7,29
10554;56;12;2;77;2;2;7;7;25/05/2021;13,62;129,38999989852;10;0,050000000745058;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Wrap Skirt;10,95;13;32;"Women's Clothes";Fashion for Women;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Casual Clothing;Herman Schlusse;Mehrheimerstr. 369;Köln;Germany;3,645
10555;23;24;6;51;1;4;6;6;28/05/2019;101,71;1627,3599939376;20;0,20000000298023;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Summit Hiking Boots;82,74;99,9;20;"Men's Footwear";Men Shoes;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;7,1160839160839
10555;23;8;3;19;1;4;6;6;28/05/2019;8,5;237,99999911338;35;0,20000000298023;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Squash Shorts;7,4;9,2;25;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;12,453146853147
10555;23;6;7;14;1;4;6;6;28/05/2019;21,46;515,03999808133;30;0,20000000298023;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Kool Sunglasses;20,36;23,25;35;"Children's Clothes";3-15 Years;SatSUMAs;Hirosho Tayoto;92 Setsuko Chuo-ku;Osaka;Japan;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;10,674125874126
10555;23;26;5;56;1;4;6;6;28/05/2019;39,9;1276,7999952435;40;0,20000000298023;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Slip-on Shoes;34,17;38;21;"Women's Footwear";Ladies Shoes;Pirilli Company;Alberto Tomba;Via dei Gelsomini, 153;Salerno;Italy;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;14,232167832168
10555;23;10;1;24;1;4;6;6;28/05/2019;4,1;59,039999780059;18;0,20000000298023;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Samba Soccer Socks;3,9;4,5;20;"Men's Clothes";Fashion for Men;Samba;Ronaldinho;Av. das Americanas 12.890;Sao Paulo;Brazil;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;6,4044755244755
10556;73;14;2;72;2;1;3;3;29/05/2019;11,72;281,28;24;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Oyaki Kimono;8,96;11,8;14;"Women's Clothes";Fashion for Women;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;70,9
10557;44;12;1;75;2;2;7;7;29/10/2021;7,88;157,6;20;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Bow tie;6,61;7,75;125;"Men's Clothes";Fashion for Men;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Warp AG;Klaus Deum;Magazinweg 7;Frankfurt a.M.;Germany;30,68
10557;44;12;5;64;2;2;7;7;29/10/2021;36,15;1084,5;30;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;WFS Shoes;29,25;33,25;22;"Women's Footwear";Ladies Shoes;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Warp AG;Klaus Deum;Magazinweg 7;Frankfurt a.M.;Germany;46,02
10558;23;24;5;52;1;4;6;6;29/09/2019;85,14;2554,2;30;0;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Winter Boots;70,81;80;38;"Women's Footwear";Ladies Shoes;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;24,18125
10558;23;24;6;51;1;4;6;6;29/09/2019;91,43;1828,6;20;0;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Summit Hiking Boots;82,74;99,9;20;"Men's Footwear";Men Shoes;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;16,120833333333
10558;23;24;2;53;1;4;6;6;29/09/2019;56,33;1013,94;18;0;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Jack Flash Dress;52,38;60,8;0;"Women's Clothes";Fashion for Women;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;14,50875
10558;23;22;6;47;1;4;6;6;29/09/2019;24,76;619;25;0;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Lundenhagen Boots;22,12;25,5;36;"Men's Footwear";Men Shoes;Niemegen Boots;George van Zaant;Verkoop Rijnweg 22;Zaandam;Netherlands;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;20,151041666667
10558;23;17;8;73;1;4;6;6;29/09/2019;0,99;2,97;3;0;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Mehmet-Napp;0,89;1,1;101;Baby Clothes;0-3 Years;ABC;Anna Book;Brovallav„gen 231;Stockholm;Sweden;Champes;Jaques Wilneuve;184, chaussée de Tournai;Lille;France;2,418125
10559;7;19;8;41;1;3;4;4;31/01/2019;8,72;99,407999922037;12;0,050000000745058;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Duck Shirt;7,28;9,65;85;Baby Clothes;0-3 Years;Mayflower;Ray Bourke;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;USA;Menàge à Trois;Julie Binoché;24, place Kléber;Strasbourg;France;13,94
10559;7;25;3;55;1;3;4;4;31/01/2019;38,96;666,21599947751;18;0,050000000745058;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Feiss Fleece Trousers;33,18;39;115;Sportswear;Sports clothing;Mountain International;Celine Dion;2960 Rue St. Laurent;Montr‚al;Canada;Menàge à Trois;Julie Binoché;24, place Kléber;Strasbourg;France;20,91
10560;25;29;3;62;2;2;8;8;01/10/2019;31,2;351;15;0,25;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Lace Shoes;25,39;29,3;17;Sportswear;Sports clothing;Fast Runners;Ben Johnsson;148 rue Chasseur;Ste-Hyacinthe;Canada;Halle Köln;Dieter Köln;Berliner Platz 43;München;Germany;29,091428571429
10560;25;13;8;30;2;2;8;8;01/10/2019;25,62;512,4;20;0;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Baby Dark Lounge Suit;22,71;25,89;10;Baby Clothes;0-3 Years;Executive Clothing GMBH;Markus Danzig;Frahmredder 112a;Cuxhaven;Germany;Halle Köln;Dieter Köln;Berliner Platz 43;München;Germany;38,788571428571
10561;79;20;2;44;2;2;8;8;01/12/2019;68,89;688,9;10;0;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Okkaba Skin Jackets;67,17;75,45;27;"Women's Clothes";Fashion for Women;Asin Fashion Ltd Co;Li Chi Mihn;471 Serangoon Loop, Suite #402;Singapore;Singapore;Boombastic;Heinz Disco;Luisenstr. 48;Münster;Germany;9,1316666666667
10561;79;24;6;51;2;2;8;8;01/12/2019;100,85;5042,5;50;0;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Summit Hiking Boots;82,74;99,9;20;"Men's Footwear";Men Shoes;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Boombastic;Heinz Disco;Luisenstr. 48;Münster;Germany;45,658333333333
10562;32;29;3;62;3;5;1;1;04/11/2019;29,12;262,07999956608;10;0,10000000149012;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Lace Shoes;25,39;29,3;17;Sportswear;Sports clothing;Fast Runners;Ben Johnsson;148 rue Chasseur;Ste-Hyacinthe;Canada;The Corner Store;Ross The Boss;2732 Baker Blvd.;Eugene;USA;15,173333333333
10562;32;15;3;33;3;5;1;1;04/11/2019;26,32;473,7599992156;20;0,10000000149012;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Casual Boots;20,2;25,5;112;Sportswear;Sports clothing;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;The Corner Store;Ross The Boss;2732 Baker Blvd.;Eugene;USA;30,346666666667
10563;19;24;5;52;2;1;9;9;05/11/2019;81,27;5688,9;70;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Winter Boots;70,81;80;38;"Women's Footwear";Ladies Shoes;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Th Fashing;Greg Thatcher;35 King George;London;UK;22,569473684211
10563;19;17;8;36;2;1;9;9;05/11/2019;8,08;202;25;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Mehmet-Tröja;6,45;8;112;Baby Clothes;0-3 Years;ABC;Anna Book;Brovallav„gen 231;Stockholm;Sweden;Th Fashing;Greg Thatcher;35 King George;London;UK;8,0605263157895
10564;42;7;6;17;3;5;1;1;05/01/2019;25,14;382,12799970031;16;0,050000000745058;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;TieBreak Tennis shoes;19,35;25;0;"Men's Footwear";Men Shoes;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Millenium;Joe Barry;1900 Oak St.;Vancouver;Canada;12,234893617021
10564;42;14;1;31;3;5;1;1;05/01/2019;7,7;43,889999965578;6;0,050000000745058;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Rossi Bermuda Shorts;7,53;8,5;0;"Men's Clothes";Fashion for Men;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;Millenium;Joe Barry;1900 Oak St.;Vancouver;Canada;4,588085106383
10564;42;25;3;55;3;5;1;1;05/01/2019;35,45;841,93749933969;25;0,050000000745058;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Feiss Fleece Trousers;33,18;39;115;Sportswear;Sports clothing;Mountain International;Celine Dion;2960 Rue St. Laurent;Montr‚al;Canada;Millenium;Joe Barry;1900 Oak St.;Vancouver;Canada;19,117021276596
10565;51;12;5;64;3;5;1;1;06/11/2019;35,24;570,88799905479;18;0,10000000149012;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;WFS Shoes;29,25;33,25;22;"Women's Footwear";Ladies Shoes;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Davenport Fashion;James Belucci;43 rue St. Laurent;Montréal;Canada;32,286976744186
10565;51;10;1;24;3;5;1;1;06/11/2019;4,43;99,67499983497;25;0,10000000149012;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Samba Soccer Socks;3,9;4,5;20;"Men's Clothes";Fashion for Men;Samba;Ronaldinho;Av. das Americanas 12.890;Sao Paulo;Brazil;Davenport Fashion;James Belucci;43 rue St. Laurent;Montréal;Canada;44,843023255814
10566;7;7;8;18;1;3;4;4;07/11/2019;26,36;403,30799717188;18;0,15000000596046;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Deuce Shirt;22,09;25,5;42;Baby Clothes;0-3 Years;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Menàge à Trois;Julie Binoché;24, place Kléber;Strasbourg;France;14,822857142857
10566;7;5;1;11;1;3;4;4;07/11/2019;26,2;779,44999453425;35;0,15000000596046;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Desperado Jeans;21,1;28;22;"Men's Clothes";Fashion for Men;Los Hombres Machos;Antonio Banderas;Calle del Rosal 4;Oviedo;Spain;Menàge à Trois;Julie Binoché;24, place Kléber;Strasbourg;France;28,822222222222
10566;7;23;2;76;1;3;4;4;07/11/2019;398,63;3986,3;10;0;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Halter Dress;304,7;399;57;"Women's Clothes";Fashion for Women;Nordik Koskenkorva;Juha Mieto;Valtakatu 12;Lappeenranta;Finland;Menàge à Trois;Julie Binoché;24, place Kléber;Strasbourg;France;8,2349206349206
10567;37;24;6;51;2;1;9;9;27/05/2019;108,02;324,06;3;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Summit Hiking Boots;82,74;99,9;20;"Men's Footwear";Men Shoes;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Boleros;Robert Bolero;8 Johnstown Road;Cork;Ireland;1,1720388349515
10567;37;14;1;31;2;1;9;9;27/05/2019;8,67;416,15999844968;60;0,20000000298023;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Rossi Bermuda Shorts;7,53;8,5;0;"Men's Clothes";Fashion for Men;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;Boleros;Robert Bolero;8 Johnstown Road;Cork;Ireland;23,440776699029
10567;37;28;3;59;2;1;9;9;27/05/2019;8,06;257,91999903917;40;0,20000000298023;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Rasta WCT;6,69;8,5;79;Sportswear;Sports clothing;FrisersAfrong;Yannik Noah;Bat. B 3, rue des Alpes;Annecy;France;Boleros;Robert Bolero;8 Johnstown Road;Cork;Ireland;15,627184466019
10568;29;4;8;10;1;3;4;4;08/11/2019;6,49;32,45;5;0;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Sapporoo Gloves;6,2;7;31;Baby Clothes;0-3 Years;Nitsuchiba;James Sushi;9-8 Sekimai Musashino-shi;Tokyo;Japan;El Chandal del Barca;Jusep del pep;Rambla de Cataluña, 23;Barcelona;Spain;78,77
10569;44;23;2;76;2;2;8;8;11/01/2020;374,33;11229,9;30;0;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Halter Dress;304,7;399;57;"Women's Clothes";Fashion for Women;Nordik Koskenkorva;Juha Mieto;Valtakatu 12;Lappeenranta;Finland;Warp AG;Klaus Deum;Magazinweg 7;Frankfurt a.M.;Germany;13,855384615385
10569;44;14;1;31;2;2;8;8;11/01/2020;8,53;238,83999911025;35;0,20000000298023;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Rossi Bermuda Shorts;7,53;8,5;0;"Men's Clothes";Fashion for Men;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;Warp AG;Klaus Deum;Magazinweg 7;Frankfurt a.M.;Germany;16,164615384615
10570;51;5;1;11;3;5;1;1;11/06/2020;30,78;438,61499965601;15;0,050000000745058;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Desperado Jeans;21,1;28;22;"Men's Clothes";Fashion for Men;Los Hombres Machos;Antonio Banderas;Calle del Rosal 4;Oviedo;Spain;Davenport Fashion;James Belucci;43 rue St. Laurent;Montréal;Canada;12,398
10570;51;26;5;56;3;5;1;1;11/06/2020;40,17;2289,6899982043;60;0,050000000745058;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Slip-on Shoes;34,17;38;21;"Women's Footwear";Ladies Shoes;Pirilli Company;Alberto Tomba;Via dei Gelsomini, 153;Salerno;Italy;Davenport Fashion;James Belucci;43 rue St. Laurent;Montréal;Canada;49,592
10571;20;20;5;42;1;3;4;4;11/06/2020;13,54;322,25199774027;28;0,15000000596046;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Walking Shoes;10,95;14;26;"Women's Footwear";Ladies Shoes;Asin Fashion Ltd Co;Li Chi Mihn;471 Serangoon Loop, Suite #402;Singapore;Singapore;Ski Store;Lars Saalbach;Kirchgasse 6;Graz;Austria;50,349743589744
10571;20;6;7;14;1;3;4;4;11/06/2020;21,99;205,60649855822;11;0,15000000596046;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Kool Sunglasses;20,36;23,25;35;"Children's Clothes";3-15 Years;SatSUMAs;Hirosho Tayoto;92 Setsuko Chuo-ku;Osaka;Japan;Ski Store;Lars Saalbach;Kirchgasse 6;Graz;Austria;19,780256410256
10572;5;7;3;16;2;1;3;3;12/06/2020;9,98;107,78399982154;12;0,10000000149012;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Wimbledon T-Shirt;7,33;9,45;29;Sportswear;Sports clothing;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Urras Shop;Urra Gurra Aktersnurra;Berguvsvägen  8;Luleå;Sweden;4,951724137931
10572;5;14;4;32;2;1;3;3;12/06/2020;20,36;183,23999969661;10;0,10000000149012;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Riviera Swimsuit;15,12;19;9;Swimwear;Beach clothing;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;Urras Shop;Urra Gurra Aktersnurra;Berguvsvägen  8;Luleå;Sweden;4,1264367816092
10572;5;19;8;40;2;1;3;3;12/06/2020;19,43;971,5;50;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Duck Trousers;16,34;18,4;123;Baby Clothes;0-3 Years;Mayflower;Ray Bourke;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;USA;Urras Shop;Urra Gurra Aktersnurra;Berguvsvägen  8;Luleå;Sweden;20,632183908046
10572;5;12;1;75;2;1;3;3;12/06/2020;8,32;112,31999981403;15;0,10000000149012;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Bow tie;6,61;7,75;125;"Men's Clothes";Fashion for Men;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Urras Shop;Urra Gurra Aktersnurra;Berguvsvägen  8;Luleå;Sweden;6,1896551724138
10573;3;24;2;53;2;1;9;9;13/06/2020;65,61;1640,25;25;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Jack Flash Dress;52,38;60,8;0;"Women's Clothes";Fashion for Women;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;La Ropa Vieja;Sancho Panza;C/ Ritual de lo Habitual  2312;México D.F.;Mexico;15,759036144578
10573;3;7;6;17;2;1;9;9;13/06/2020;24,37;438,66;18;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;TieBreak Tennis shoes;19,35;25;0;"Men's Footwear";Men Shoes;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;La Ropa Vieja;Sancho Panza;C/ Ritual de lo Habitual  2312;México D.F.;Mexico;11,346506024096
10573;3;16;4;34;2;1;9;9;13/06/2020;7,38;295,2;40;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Baywatch Swimsuit;6,76;8;111;Swimwear;Beach clothing;Smooth Clothes;Pamela Andersson;3400 - 8th Avenue Suite 210;Bend;USA;La Ropa Vieja;Sancho Panza;C/ Ritual de lo Habitual  2312;México D.F.;Mexico;25,214457831325
10574;82;12;5;64;3;5;1;1;13/12/2020;35,48;212,88;6;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;WFS Shoes;29,25;33,25;22;"Women's Footwear";Ladies Shoes;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Bond Ltd;Mark Stark;722 DaVinci Blvd.;Kirkland;USA;13,47
10574;82;29;3;62;3;5;1;1;13/12/2020;30,03;300,3;10;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Lace Shoes;25,39;29,3;17;Sportswear;Sports clothing;Fast Runners;Ben Johnsson;148 rue Chasseur;Ste-Hyacinthe;Canada;Bond Ltd;Mark Stark;722 DaVinci Blvd.;Kirkland;USA;22,45
10574;82;19;8;40;3;5;1;1;13/12/2020;19,29;38,58;2;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Duck Trousers;16,34;18,4;123;Baby Clothes;0-3 Years;Mayflower;Ray Bourke;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;USA;Bond Ltd;Mark Stark;722 DaVinci Blvd.;Kirkland;USA;4,49
10574;82;15;3;33;3;5;1;1;13/12/2020;27,65;387,1;14;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Casual Boots;20,2;25,5;112;Sportswear;Sports clothing;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Bond Ltd;Mark Stark;722 DaVinci Blvd.;Kirkland;USA;31,43
10575;44;14;2;72;2;2;7;7;14/10/2020;11,17;335,1;30;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Oyaki Kimono;8,96;11,8;14;"Women's Clothes";Fashion for Women;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;Warp AG;Klaus Deum;Magazinweg 7;Frankfurt a.M.;Germany;38,265517241379
10575;44;23;2;76;2;2;7;7;14/10/2020;406,08;4060,8;10;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Halter Dress;304,7;399;57;"Women's Clothes";Fashion for Women;Nordik Koskenkorva;Juha Mieto;Valtakatu 12;Lappeenranta;Finland;Warp AG;Klaus Deum;Magazinweg 7;Frankfurt a.M.;Germany;12,755172413793
10575;44;28;3;59;2;2;7;7;14/10/2020;9,34;112,08;12;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Rasta WCT;6,69;8,5;79;Sportswear;Sports clothing;FrisersAfrong;Yannik Noah;Bat. B 3, rue des Alpes;Annecy;France;Warp AG;Klaus Deum;Magazinweg 7;Frankfurt a.M.;Germany;15,306206896552
10575;44;7;2;63;2;2;7;7;14/10/2020;19,71;118,26;6;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Serve-Shirt;15,9;19,9;24;"Women's Clothes";Fashion for Women;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Warp AG;Klaus Deum;Magazinweg 7;Frankfurt a.M.;Germany;7,6531034482759
10576;80;1;1;1;3;5;1;1;17/06/2020;21,94;219,4;10;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Lenin Jeansshorts;15,37;20;39;"Men's Clothes";Fashion for Men;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;6,1254901960784
10576;80;14;1;31;3;5;1;1;17/06/2020;8,25;165;20;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Rossi Bermuda Shorts;7,53;8,5;0;"Men's Clothes";Fashion for Men;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;Don Balón;Peloto Gomez;Avda. Azteca 123;México D.F.;Mexico;12,250980392157
